s.no	worker_id	original_tableid	original_hypothesis	original_label	modified_tableid	modified_hypothesis	modified_label
0	IA0	T23	The movie Jason Bourne was released during the summer.	E	T23_mod_5	The movie Jason Bourne was released during the summer.	C
0	IA2	T23	The movie Jason Bourne earned over half a million dollars at the box office.	C	T23_mod_6	The movie Jason Bourne earned over half a million dollars at the box office.	E
0	IA1	T24	Jimmy Eat World was formed in the Southwestern United States.	E	T24_mod_1	Jimmy Eat World was formed in the Southwestern United States.	C
0	IA0	T438	Children's Games was painted in the 16th century.	E	T438_mod_4	Children's Games was painted in the 16th century.	C
0	IA1	T24	Jimmy Eat World has been a band for more than 30 years.	C	T24_mod_2	Jimmy Eat World has been a band for more than 30 years.	E
0	IA0	T24	Jimmy Eat World were founded in the early 1990's.	E	T24_mod_3	Jimmy Eat World were founded in the early 1990's.	C
0	IA2	T438	The wider side Children's Games measures over 7 feet long.	C	T438_mod_5	The wider side Children's Games measures over 7 feet long.	E
0	IA0	T438	Children's Games is a painting located in Austria.	E	T438_mod_6	Children's Games is a painting located in Austria.	C
0	IA2	T24	Jimmy Eat World are from Minnesota.	C	T24_mod_4	Jimmy Eat World are from Minnesota.	E
0	IA0	T438	Children's Games is a 15th century masterpiece.	C	T438_mod_7	Children's Games is a 15th century masterpiece.	E
0	IA0	T24	Jimmy eat world is a band from Arizona which place multiple genres.	E	T24_mod_5	Jimmy eat world is a band from Arizona which place multiple genres.	C
0	IA0	T438	'Children's Games' was done by Pieter Bruegel the Elder in 1560.	E	T438_mod_8	'Children's Games' was done by Pieter Bruegel the Elder in 1560.	C
0	IA2	T24	Jimmy eat world primarily plays classical music.	C	T24_mod_6	Jimmy eat world primarily plays classical music.	E
0	IA0	T25	BTS is from the capital of South Korea.	E	T25_mod_1	BTS is from the capital of South Korea.	C
0	IA2	T438	'Children's Games' by Pieter Bruegel is in private hands.	C	T438_mod_9	'Children's Games' by Pieter Bruegel is in private hands.	E
0	IA0	T25	BTS are known for country music.	C	T25_mod_2	BTS are known for country music.	E
0	IA2	T438	The painting Children's Games was published in the 16th century.	E	T438_mod_10	The painting Children's Games was published in the 16th century.	C
0	IA1	T25	BTS has gone by at least a few different names in the past.	E	T25_mod_3	BTS has gone by at least a few different names in the past.	C
0	IA0	T438	The painting Children's Games has been placed in a museum in Russia.	C	T438_mod_11	The painting Children's Games has been placed in a museum in Russia.	E
0	IA0	T25	BTS has been a band since the early 2000s.	C	T25_mod_4	BTS has been a band since the early 2000s.	E
0	IA0	T58	John Kay lived the final days of his life in France	E	T58_mod_1	John Kay lived the final days of his life in France	C
0	IA0	T25	BTS originated in Asia.	E	T25_mod_5	BTS originated in Asia.	C
0	IA2	T25	BTS has been active for 9 years.	C	T25_mod_6	BTS has been active for 9 years.	E
0	IA0	T58	John Kay died in the second half of the 18th century.	E	T58_mod_2	John Kay died in the second half of the 18th century.	C
0	IA0	T27	Charlie and the Chocolate Factory brought in close to half a billion dollars at the box office.	E	T27_mod_1	Charlie and the Chocolate Factory brought in close to half a billion dollars at the box office.	C
0	IA0	T58	John Kay was born in the Fall of 1704.	C	T58_mod_3	John Kay was born in the Fall of 1704.	E
0	IA0	T27	Charlie and the Chocolate Factory has a run time of more than 2 hours.	C	T27_mod_2	Charlie and the Chocolate Factory has a run time of more than 2 hours.	E
0	IA1	T58	One of their children shares the name of John's father.	E	T58_mod_4	One of their children shares the name of John's father.	C
0	IA0	T27	Charlie and the Chocolate Factory had more than 2 production companies.	E	T27_mod_3	Charlie and the Chocolate Factory had more than 2 production companies.	C
0	IA2	T58	John Kay was conceived in early summer.	C	T58_mod_5	John Kay was conceived in early summer.	E
0	IA0	T27	Charlie and the Chocolate Factory was released at Christmas.	C	T27_mod_4	Charlie and the Chocolate Factory was released at Christmas.	E
0	IA0	T59	Ex Machina was published for over five years.	E	T59_mod_1	Ex Machina was published for over five years.	C
0	IA1	T59	There is less than 40 issues of Ex Machina.	C	T59_mod_2	There is less than 40 issues of Ex Machina.	E
0	IA2	T27	Charlie and the Chocolate Factory is not an original screenplay.	E	T27_mod_5	Charlie and the Chocolate Factory is not an original screenplay.	C
0	IA0	T27	The Whole movie budget costed less than 100 million dollars to be made.	C	T27_mod_6	The Whole movie budget costed less than 100 million dollars to be made.	E
0	IA2	T59	New editions of Ex Machina come out 12 times per year.	E	T59_mod_3	New editions of Ex Machina come out 12 times per year.	C
0	IA0	T462	Chocolate Starfish and the Hot Dog Flavored Water is an album that came out in the fall of 2000.	E	T462_mod_1	Chocolate Starfish and the Hot Dog Flavored Water is an album that came out in the fall of 2000.	C
0	IA2	T59	Ex Machina is only published in the summer months.	C	T59_mod_4	Ex Machina is only published in the summer months.	E
0	IA1	T59	Ex Machina has more than 50 issues.	E	T59_mod_5	Ex Machina has more than 50 issues.	C
0	IA0	T462	The album Chocolate Starfish and the Hot Dog Flavored Water is under an hour in length.	C	T462_mod_2	The album Chocolate Starfish and the Hot Dog Flavored Water is under an hour in length.	E
0	IA2	T462	It took about 3 months to record Chocolate Starfish and the Hot Dog Flavored Water.	E	T462_mod_3	It took about 3 months to record Chocolate Starfish and the Hot Dog Flavored Water.	C
0	IA2	T59	The theme of Ex Machina is futuristic.	C	T59_mod_6	The theme of Ex Machina is futuristic.	E
0	IA2	T462	The total run time of all the tracks on Chocolate Starfish and the Hot Dog Flavored Water is less than one hour.	C	T462_mod_4	The total run time of all the tracks on Chocolate Starfish and the Hot Dog Flavored Water is less than one hour.	E
0	IA0	T60	Joe Walsh was born in the Fall of 1947.	E	T60_mod_1	Joe Walsh was born in the Fall of 1947.	C
0	IA0	T60	Joe Walsh was born in the Spring of 1947.	C	T60_mod_2	Joe Walsh was born in the Spring of 1947.	E
0	IA0	T462	Chocolate Starfish and the Hot Dog Flavored Water was recorded in California.	E	T462_mod_5	Chocolate Starfish and the Hot Dog Flavored Water was recorded in California.	C
0	IA0	T60	Joe Walsh has been in the music business for decades.	E	T60_mod_3	Joe Walsh has been in the music business for decades.	C
0	IA0	T462	Chocolate Starfish and the Hot Dog Flavored Water is over eighty minutes long.	C	T462_mod_6	Chocolate Starfish and the Hot Dog Flavored Water is over eighty minutes long.	E
0	IA0	T462	Chocolate Starfish and the Hot Dog Flavored Water is a rap metal album released in the year 2000.	E	T462_mod_7	Chocolate Starfish and the Hot Dog Flavored Water is a rap metal album released in the year 2000.	C
0	IA0	T60	Joe Walsh has been active for over fifty years.	E	T60_mod_4	Joe Walsh has been active for over fifty years.	C
0	IA0	T462	"The recording of ""Chocolate Starfish and the Hot Dog Flavored Water"" began in late 1999 in New York."	C	T462_mod_8	"The recording of ""Chocolate Starfish and the Hot Dog Flavored Water"" began in late 1999 in New York."	E
0	IA0	T60	Joe Walsh is from the east coast of U.S.	C	T60_mod_5	Joe Walsh is from the east coast of U.S.	E
0	IA0	T462	Chocolate Starfish and the Hot Dog Flavored Water is an album recorded and released within one year.	E	T462_mod_9	Chocolate Starfish and the Hot Dog Flavored Water is an album recorded and released within one year.	C
0	IA0	T61	Hostiles has a run time over 2 hours long.	E	T61_mod_1	Hostiles has a run time over 2 hours long.	C
0	IA0	T462	Chocolate Starfish and the Hot Dog Flavored Water was released over two decades ago.	C	T462_mod_10	Chocolate Starfish and the Hot Dog Flavored Water was released over two decades ago.	E
0	IA0	T61	Hostiles made more money at the box office than the budget was.	C	T61_mod_2	Hostiles made more money at the box office than the budget was.	E
0	IA2	T462	Chocolate Starfish and the Hot Dog Flavored Water was recorded in Los Angeles in the spring.	E	T462_mod_11	Chocolate Starfish and the Hot Dog Flavored Water was recorded in Los Angeles in the spring.	C
0	IA0	T61	Hostiles was written and directed by the same person.	E	T61_mod_3	Hostiles was written and directed by the same person.	C
0	IA0	T462	The length of Chocolate Starfish and the Hot Dog Flavored Water is over 100 minutes.	C	T462_mod_12	The length of Chocolate Starfish and the Hot Dog Flavored Water is over 100 minutes.	E
0	IA2	T61	The box office receipts for Holstiles were twice the budget.	C	T61_mod_4	The box office receipts for Holstiles were twice the budget.	E
0	IA0	T32	John Frusciante was born in the spring.	E	T32_mod_1	John Frusciante was born in the spring.	C
0	IA2	T32	John Frusciante is a Baby Boomer.	C	T32_mod_2	John Frusciante is a Baby Boomer.	E
0	IA1	T61	The film Hostiles is over two hours long.	E	T61_mod_5	The film Hostiles is over two hours long.	C
0	IA1	T32	John Frusciante has been performing for over twenty years.	E	T32_mod_3	John Frusciante has been performing for over twenty years.	C
0	IA0	T61	The film Hostiles made $50 million in the box office.	C	T61_mod_6	The film Hostiles made $50 million in the box office.	E
0	IA0	T32	John Frusciante plays only one instrument.	C	T32_mod_4	John Frusciante plays only one instrument.	E
0	IA0	T62	Kate Mara lives in California.	E	T62_mod_1	Kate Mara lives in California.	C
0	IA2	T32	John Frusciante has made music for more than 30 years.	E	T32_mod_5	John Frusciante has made music for more than 30 years.	C
0	IA0	T32	John Frusciante was born in the Summer of 1970.	C	T32_mod_6	John Frusciante was born in the Summer of 1970.	E
0	IA0	T62	Kate Mara was born in the Fall of 1983.	E	T62_mod_2	Kate Mara was born in the Fall of 1983.	C
0	IA0	T33	K2-21c has a temperature of at least 3000K.	E	T33_mod_1	K2-21c has a temperature of at least 3000K.	C
0	IA0	T62	Kate Mara has been active in her career for less than 20 years.	C	T62_mod_3	Kate Mara has been active in her career for less than 20 years.	E
0	IA0	T62	Kate Rooney Mara was born in Bedford, New York.	E	T62_mod_4	Kate Rooney Mara was born in Bedford, New York.	C
0	IA0	T33	The size of K2-21c is unknown, but estimated at greater than 1R_.	C	T33_mod_2	The size of K2-21c is unknown, but estimated at greater than 1R_.	E
0	IA0	T33	The star K2-21c is located in the Aquarius constellation.	E	T33_mod_3	The star K2-21c is located in the Aquarius constellation.	C
0	IA0	T62	Kate Rooney Mara currently resides in  Bedford, New York.	C	T62_mod_5	Kate Rooney Mara currently resides in  Bedford, New York.	E
0	IA0	T33	K2-21c is over 5000 degrees K.	C	T33_mod_4	K2-21c is over 5000 degrees K.	E
0	IA2	T66	Jeffrey Bruce Atkins was born in the 20th century.	E	T66_mod_1	Jeffrey Bruce Atkins was born in the 20th century.	C
0	IA2	T33	K2-21c is greater than 1 Gyr old.	E	T33_mod_5	K2-21c is greater than 1 Gyr old.	C
0	IA0	T66	Jeffrey Bruce Atkins was signed to Def Jam after leaving Fontana.	C	T66_mod_2	Jeffrey Bruce Atkins was signed to Def Jam after leaving Fontana.	E
0	IA2	T66	Ja Rule has been active in his career since he was 17.	E	T66_mod_3	Ja Rule has been active in his career since he was 17.	C
0	IA0	T33	K2-21 is not 1 Gyr old yet.	C	T33_mod_6	K2-21 is not 1 Gyr old yet.	E
0	IA1	T66	Ja Rule was born in the western US.	C	T66_mod_4	Ja Rule was born in the western US.	E
0	IA0	T34	One of John Paul Getty III's parents had been knighted.	E	T34_mod_1	One of John Paul Getty III's parents had been knighted.	C
0	IA0	T66	Ja Rule has been active in music for over 25 years.	E	T66_mod_5	Ja Rule has been active in music for over 25 years.	C
0	IA0	T34	John Paul Getty III died in the Fall of 2011.	C	T34_mod_2	John Paul Getty III died in the Fall of 2011.	E
0	IA0	T34	John Paul Getty III died in a different country than he was born.	E	T34_mod_3	John Paul Getty III died in a different country than he was born.	C
0	IA1	T66	Ja Rule was born in the Summer of 1976.	C	T66_mod_6	Ja Rule was born in the Summer of 1976.	E
0	IA0	T2021	Horrie was a small, male canine.	E	T2021_mod_1	Horrie was a small, male canine.	C
0	IA0	T34	John Paul Getty III has only one sibling.	C	T34_mod_4	John Paul Getty III has only one sibling.	E
0	IA0	T2021	Horrie had an active career as a mascot for about five years.	C	T2021_mod_2	Horrie had an active career as a mascot for about five years.	E
0	IA0	T2021	Horrie was born in the 2nd quarter century of the 20th century.	E	T2021_mod_3	Horrie was born in the 2nd quarter century of the 20th century.	C
0	IA0	T34	John Paul Getty III was born in Minnesota.	E	T34_mod_5	John Paul Getty III was born in Minnesota.	C
0	IA0	T2021	Horrie was active in the military for three years.	C	T2021_mod_4	Horrie was active in the military for three years.	E
0	IA2	T34	John Paul Getty III died on February 5, 2011 (aged 54)	C	T34_mod_6	John Paul Getty III died on February 5, 2011 (aged 54)	E
0	IA0	T2021	He was active for a year	E	T2021_mod_5	He was active for a year	C
0	IA2	T1909	Sir Hiram Stevens Maxim was born in the northeast part on the United States.	E	T1909_mod_1	Sir Hiram Stevens Maxim was born in the northeast part on the United States.	C
0	IA0	T2021	He was never employed	C	T2021_mod_6	He was never employed	E
0	IA0	T1909	Sir Hiram Stevens Maxim married Jane Budden after Sarah Haynes.	C	T1909_mod_2	Sir Hiram Stevens Maxim married Jane Budden after Sarah Haynes.	E
0	IA2	T1909	Sir Hiram Stevens Maxim had 2 daughters and 1 son.	E	T1909_mod_3	Sir Hiram Stevens Maxim had 2 daughters and 1 son.	C
0	IA0	T2021	Horrie the dog was originally born in Africa.	E	T2021_mod_7	Horrie the dog was originally born in Africa.	C
0	IA0	T2021	The dog Horrie was the mascot for an air force.	C	T2021_mod_8	The dog Horrie was the mascot for an air force.	E
0	IA0	T1909	Sir Hiram Stevens Maxim was born in the springtime.	C	T1909_mod_4	Sir Hiram Stevens Maxim was born in the springtime.	E
0	IA2	T2021	Horrie originates from Egypt.	E	T2021_mod_9	Horrie originates from Egypt.	C
0	IA0	T1909	Sir Hiram Stevens Maxim died in the Spring of 1916.	E	T1909_mod_5	Sir Hiram Stevens Maxim died in the Spring of 1916.	C
0	IA0	T2021	Horrie died in 1950.	C	T2021_mod_10	Horrie died in 1950.	E
0	IA0	T2021	Horrie was a military mascot.	E	T2021_mod_11	Horrie was a military mascot.	C
0	IA0	T1909	Sir Hiram Stevens Maxim was born in and died in two different countries.	E	T1909_mod_6	Sir Hiram Stevens Maxim was born in and died in two different countries.	C
0	IA0	T2021	The army was the owner of Horrie.	C	T2021_mod_12	The army was the owner of Horrie.	E
0	IA2	T1909	Sir Hiram Stevens Maxim was an only child.	C	T1909_mod_7	Sir Hiram Stevens Maxim was an only child.	E
0	IA0	T1909	Sir Hiram Stevens Maxim invented Maxim gun and he claimed he is the one who invented light bulb.	E	T1909_mod_8	Sir Hiram Stevens Maxim invented Maxim gun and he claimed he is the one who invented light bulb.	C
0	IA2	T2021	Horrie's birth, and death, occurred in two different countries.	E	T2021_mod_13	Horrie's birth, and death, occurred in two different countries.	C
0	IA2	T1909	He and his brother together made the inventions.	C	T1909_mod_9	He and his brother together made the inventions.	E
0	IA1	T1909	Sir Hiram Stevens Maxim died at a young age.	C	T1909_mod_10	Sir Hiram Stevens Maxim died at a young age.	E
0	IA0	T69	Flying Microtonal Banana was under 45 minutes in length.	E	T69_mod_1	Flying Microtonal Banana was under 45 minutes in length.	C
0	IA0	T69	Flying Microtonal Banana is an album of classical music.	C	T69_mod_2	Flying Microtonal Banana is an album of classical music.	E
0	IA2	T36	Joe Budden has been active for 20 years or more.	E	T36_mod_1	Joe Budden has been active for 20 years or more.	C
0	IA0	T36	Joe Budden was born in the Spring of 1980.	C	T36_mod_2	Joe Budden was born in the Spring of 1980.	E
0	IA0	T69	Flying Microtonal Banana was released on February 24, 2017	E	T69_mod_3	Flying Microtonal Banana was released on February 24, 2017	C
0	IA0	T36	Joe Budden was born in New York	E	T36_mod_3	Joe Budden was born in New York	C
0	IA2	T69	Flying Microtonal Banana is 1 hour long	C	T69_mod_4	Flying Microtonal Banana is 1 hour long	E
0	IA0	T69	It took less than a year to record the album.	E	T69_mod_5	It took less than a year to record the album.	C
0	IA0	T36	Joe Budden was born in New Jersey	C	T36_mod_4	Joe Budden was born in New Jersey	E
0	IA0	T36	Joe Budden was born in the summer of 1980.	E	T36_mod_5	Joe Budden was born in the summer of 1980.	C
0	IA0	T69	It will take you the entirety of a 2 hour drive to listen to the whole album.	C	T69_mod_6	It will take you the entirety of a 2 hour drive to listen to the whole album.	E
0	IA2	T36	Joe Budden was born in the western United States.	C	T36_mod_6	Joe Budden was born in the western United States.	E
0	IA0	T70	It snowed just under 2 feet in places in the February 2009 storm that hit Great Britain and Ireland.	E	T70_mod_1	It snowed just under 2 feet in places in the February 2009 storm that hit Great Britain and Ireland.	C
0	IA0	T37	Chris Cornell died in the United States.	E	T37_mod_1	Chris Cornell died in the United States.	C
0	IA2	T37	Chris Cornell was active for less than thirty years.	C	T37_mod_2	Chris Cornell was active for less than thirty years.	E
0	IA0	T70	A mid-winter storm hit the British Isles and Western Europe in 2009.	E	T70_mod_2	A mid-winter storm hit the British Isles and Western Europe in 2009.	C
0	IA0	T37	Chris Cornell was born on the west coast of the US.	E	T37_mod_3	Chris Cornell was born on the west coast of the US.	C
0	IA0	T70	During the mid-winter storm of 2009, Dublin saw the greatest snow accumulations.	C	T70_mod_3	During the mid-winter storm of 2009, Dublin saw the greatest snow accumulations.	E
0	IA0	T70	The February 2009 Great Britain and Ireland snowfall wound up being just shy of two feet tall.	E	T70_mod_4	The February 2009 Great Britain and Ireland snowfall wound up being just shy of two feet tall.	C
0	IA0	T37	Chris Cornell was known for playing pop music.	C	T37_mod_4	Chris Cornell was known for playing pop music.	E
0	IA0	T70	The February 2009 Great Britain and Ireland snowfall cost more than 5 billion pounds.	C	T70_mod_5	The February 2009 Great Britain and Ireland snowfall cost more than 5 billion pounds.	E
0	IA0	T245	Chris Hardwick has been active in his career for over 25 years.	E	T245_mod_1	Chris Hardwick has been active in his career for over 25 years.	C
0	IA0	T37	Chris Cornell died from a heart attack.	C	T37_mod_5	Chris Cornell died from a heart attack.	E
0	IA1	T245	Chris Hardwick was born in the Northwest.	C	T245_mod_2	Chris Hardwick was born in the Northwest.	E
0	IA0	T38	Chess was created in 500-600 AD.	E	T38_mod_1	Chess was created in 500-600 AD.	C
0	IA0	T38	Chess is played with four people.	C	T38_mod_2	Chess is played with four people.	E
0	IA1	T245	Chris Hardwick is over 40 years old.	E	T245_mod_3	Chris Hardwick is over 40 years old.	C
0	IA0	T38	The game of chess requires more than one player.	E	T38_mod_3	The game of chess requires more than one player.	C
0	IA2	T245	Lydia Hearst is Chris Hardwick's mother.	C	T245_mod_4	Lydia Hearst is Chris Hardwick's mother.	E
0	IA0	T38	Chess was invented in the eighteenth century.	C	T38_mod_4	Chess was invented in the eighteenth century.	E
0	IA0	T38	Chess was invented well before the year 1000CE.	E	T38_mod_5	Chess was invented well before the year 1000CE.	C
0	IA2	T38	Chess is a game with little mental involvement.	C	T38_mod_6	Chess is a game with little mental involvement.	E
0	IA0	T39	Ernesto Zedillo went to more than one school for college.	E	T39_mod_1	Ernesto Zedillo went to more than one school for college.	C
0	IA0	T245	Chris Hardwick started working in the early 1990s.	E	T245_mod_5	Chris Hardwick started working in the early 1990s.	C
0	IA0	T39	Ernesto Zedillo was born in the Spring of 1951.	C	T39_mod_2	Ernesto Zedillo was born in the Spring of 1951.	E
0	IA0	T39	Ernesto Zedillo is a Mexican politician who is affiliated with the Institutional Revolutionary party	E	T39_mod_3	Ernesto Zedillo is a Mexican politician who is affiliated with the Institutional Revolutionary party	C
0	IA0	T245	Chris Hardwick got married in 2002 to their wife.	C	T245_mod_6	Chris Hardwick got married in 2002 to their wife.	E
0	IA0	T39	Ernesto Zedillo was born in the peak summer of 1951	C	T39_mod_4	Ernesto Zedillo was born in the peak summer of 1951	E
0	IA0	T245	Christopher Ryan Hardwick is forth seven years old and  if the date of birth is 1971 it is correct.	E	T245_mod_7	Christopher Ryan Hardwick is forth seven years old and  if the date of birth is 1971 it is correct.	C
0	IA1	T39	Ernesto Zedillo attended a university in California.	C	T39_mod_5	Ernesto Zedillo attended a university in California.	E
0	IA0	T245	Chris Hardwick is an American entertainer.	E	T245_mod_8	Chris Hardwick is an American entertainer.	C
0	IA0	T41	Kaitlin Olson is a female Californian comedian.	E	T41_mod_1	Kaitlin Olson is a female Californian comedian.	C
0	IA1	T245	Chris Hardwick has been active since he was a teenager.	C	T245_mod_9	Chris Hardwick has been active since he was a teenager.	E
0	IA2	T245	Christopher Ryan Hardwick was born in Kentucky.	E	T245_mod_10	Christopher Ryan Hardwick was born in Kentucky.	C
0	IA0	T41	Kaitlin Olson retired in 2010.	C	T41_mod_2	Kaitlin Olson retired in 2010.	E
0	IA0	T41	Kaitlin Olson was born in the Spring of 1975.	E	T41_mod_3	Kaitlin Olson was born in the Spring of 1975.	C
0	IA0	T245	Christopher Ryan Hardwick was married before getting into comedy.	C	T245_mod_11	Christopher Ryan Hardwick was married before getting into comedy.	E
0	IA0	T41	Kaitlin Olson has been acting or performing comedy for over 20 years.	C	T41_mod_4	Kaitlin Olson has been acting or performing comedy for over 20 years.	E
0	IA0	T245	Chris Hardwick began doing comedy when they were 20.	E	T245_mod_12	Chris Hardwick began doing comedy when they were 20.	C
0	IA1	T41	Kaitlin Olson started acting before 2005.	E	T41_mod_5	Kaitlin Olson started acting before 2005.	C
0	IA1	T1747	I See You took over two years to record.	E	T1747_mod_1	I See You took over two years to record.	C
0	IA0	T41	Kaitlin Olson has been married for over twenty years.	C	T41_mod_6	Kaitlin Olson has been married for over twenty years.	E
0	IA0	T1747	I See You was released in the Summer of 2017.	C	T1747_mod_2	I See You was released in the Summer of 2017.	E
0	IA0	T42	The album Everybody is more than an hour long.	E	T42_mod_3	The album Everybody is more than an hour long.	C
0	IA0	T1747	I See You is an album that came out in the winter of 2017.	E	T1747_mod_3	I See You is an album that came out in the winter of 2017.	C
0	IA0	T42	The album Everybody contains exactly 10 tracks.	C	T42_mod_4	The album Everybody contains exactly 10 tracks.	E
0	IA0	T1747	The album I See You was over an hour long.	C	T1747_mod_4	The album I See You was over an hour long.	E
0	IA0	T42	Everybody is over an hour and 10 minutes long.	E	T42_mod_5	Everybody is over an hour and 10 minutes long.	C
0	IA0	T42	Everybody was released in late 2017.	C	T42_mod_6	Everybody was released in late 2017.	E
0	IA1	T1747	I See You was released in 2017.	E	T1747_mod_5	I See You was released in 2017.	C
0	IA0	T1747	I See You was released before Donald Trumps Presidency started.	C	T1747_mod_6	I See You was released before Donald Trumps Presidency started.	E
0	IA0	T1747	I See You was released in 2017.	E	T1747_mod_7	I See You was released in 2017.	C
0	IA1	T1747	I See You has a running time of over an hour.	C	T1747_mod_8	I See You has a running time of over an hour.	E
0	IA0	T1747	I See You is an indie rock film	E	T1747_mod_9	I See You is an indie rock film	C
0	IA2	T1747	I See You took over two years to record	E	T1747_mod_10	I See You took over two years to record	C
0	IA2	T1747	I See You was released the same year that it finished recording	C	T1747_mod_11	I See You was released the same year that it finished recording	E
0	IA0	T453	Chiswick Bitter is a type of Beer.	E	T453_mod_1	Chiswick Bitter is a type of Beer.	C
0	IA0	T453	Chiswick Bitter has 8% Alcohol by volume.	C	T453_mod_2	Chiswick Bitter has 8% Alcohol by volume.	E
0	IA2	T453	Chiswick Bitter has an alcohol content over two percent.	E	T453_mod_3	Chiswick Bitter has an alcohol content over two percent.	C
0	IA0	T453	Chiswick Bitter has been around for over one hundred years.	C	T453_mod_4	Chiswick Bitter has been around for over one hundred years.	E
0	IA1	T453	Chiswick Bitter was first made in the first half of the 20th century.	E	T453_mod_5	Chiswick Bitter was first made in the first half of the 20th century.	C
0	IA0	T453	Chiswick Bitter has a very high ABV compared to other beers.	C	T453_mod_6	Chiswick Bitter has a very high ABV compared to other beers.	E
0	IA2	T77	Jeon So-mi was born early in the 21st century.	E	T77_mod_1	Jeon So-mi was born early in the 21st century.	C
0	IA0	T77	Jeon So-mi has been active in music for over 5 years.	C	T77_mod_2	Jeon So-mi has been active in music for over 5 years.	E
0	IA0	T77	Jeon So-mi was born in the 21st century.	E	T77_mod_3	Jeon So-mi was born in the 21st century.	C
0	IA2	T77	Jeon So-mi's stage name and birth name are the same.	C	T77_mod_4	Jeon So-mi's stage name and birth name are the same.	E
0	IA0	T77	Jeon So-mi sings a style of music that is from Korea.	E	T77_mod_5	Jeon So-mi sings a style of music that is from Korea.	C
0	IA0	T77	Jeon So-mi is from Aisa.	C	T77_mod_6	Jeon So-mi is from Aisa.	E
0	IA0	T80	Channel Orange was recorded in 7 studios.	E	T80_mod_6	Channel Orange was recorded in 7 studios.	C
